Base_Height,H_Feb04,H_Feb14,H_Feb21,H_Feb28,Growth_Feb04,Growth_Feb14,Growth_Feb21,Growth_Feb28,Rate_Feb04_Feb14,Rate_Feb14_Feb21,Rate_Feb21_Feb28,Total_Growth,Growth_Acceleration,Survival_Score,Treatment_Encoded,Alive_Feb14,Alive_Feb21,Alive_Feb28,Target_Accession
17.6,30.1,33,35.2,44,12.5,15.4,17.6,26.4,0.29,0.314285714,1.257142857,26.4,0.967142857,1,1,1,1,1,10
5.75,10.775,27.75,0,0,0,9.25,0,0,1.6975,-3.964285714,0,-5.75,-1.6975,0,1,0,0,0,10
24,31.4,34,35.4,0,7.4,10,11.4,0,0.26,0.2,-5.057142857,-24,-5.317142857,0.666666667,1,1,1,0,3
23.5,31.5,32.2,33.4,36.2,8,8.7,9.9,12.7,0.07,0.171428571,0.4,12.7,0.33,1,1,1,1,1,3
5.75,13.2,38,41,43.7,8.2,33,36,38.7,2.48,0.428571429,0.385714286,37.95,-2.094285714,1,1,1,1,1,3
21.5,27.5,35,36.2,41.5,6,13.5,14.7,20,0.75,0.171428571,0.757142857,20,0.007142857,1,1,1,1,1,3
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,3
22,24.6,34,38,0,2.6,12,16,0,0.94,0.571428571,-5.428571429,-22,-6.368571429,0.666666667,1,1,1,0,3
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,3
22.2,32,15.4375,0,0,9.8,0,0,0,-1.65625,-2.205357143,0,-22.2,1.65625,0,1,0,0,0,3
26,10.775,15.4375,0,0,-3.6125,0,0,0,0.46625,-2.205357143,0,-26,-0.46625,0,1,0,0,0,3
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,3
5.75,10.775,15.4375,0,0,0,0,0,0,0.46625,-2.205357143,0,-5.75,-0.46625,0,1,0,0,0,3
25.8,27.5,31,31.2,0,1.7,5.2,5.4,0,0.35,0.028571429,-4.457142857,-25.8,-4.807142857,0.666666667,1,1,1,0,3
27.7,37.5,38.2,0,0,9.8,10.5,0,0,0.07,-5.457142857,0,-27.7,-0.07,0.333333333,1,1,0,0,17
27.75,35.3,37,0,0,6.8,8.5,0,0,0.17,-5.285714286,0,-27.75,-0.17,0.333333333,1,1,0,0,17
24,39.1,40,0,0,15.1,16,0,0,0.09,-5.714285714,0,-24,-0.09,0.333333333,1,1,0,0,17
20.5,34.6,35,0,0,14.1,14.5,0,0,0.04,-5,0,-20.5,-0.04,0.333333333,1,1,0,0,17
5.75,10.775,31.2,0,0,0,13.2,0,0,2.0425,-4.457142857,0,-5.75,-2.0425,0,1,0,0,0,17
17,27.4,31.2,0,0,10.4,14.2,0,0,0.38,-4.457142857,0,-17,-0.38,0.333333333,1,1,0,0,17
5.75,10.775,31.2,0,0,0,13.2,0,0,2.0425,-4.457142857,0,-5.75,-2.0425,0,1,0,0,0,17
5.75,10.775,31.2,0,0,0,13.2,0,0,2.0425,-4.457142857,0,-5.75,-2.0425,0,1,0,0,0,17
5.75,10.775,31.2,0,0,0,13.2,0,0,2.0425,-4.457142857,0,-5.75,-2.0425,0,1,0,0,0,17
5.75,10.775,31.2,0,0,0,13.2,0,0,2.0425,-4.457142857,0,-5.75,-2.0425,0,1,0,0,0,17
5.75,10.775,31.2,0,0,0,13.2,0,0,2.0425,-4.457142857,0,-5.75,-2.0425,0,1,0,0,0,17
5.75,10.775,31.2,0,0,0,13.2,0,0,2.0425,-4.457142857,0,-5.75,-2.0425,0,1,0,0,0,17
19.5,32,32.5,0,0,12.5,13,0,0,0.05,-4.642857143,0,-19.5,-0.05,0.333333333,1,1,0,0,9
18.1,29,30.4,30.6,0,10.9,12.3,12.5,0,0.14,0.028571429,-4.371428571,-18.1,-4.511428571,0.666666667,1,1,1,0,9
21,24.5,28.4,28.5,0,3.5,7.4,7.5,0,0.39,0.014285714,-4.071428571,-21,-4.461428571,0.666666667,1,1,1,0,9
22.5,31,35,35.9,0,8.5,12.5,13.4,0,0.4,0.128571429,-5.128571429,-22.5,-5.528571429,0.666666667,1,1,1,0,9
20.1,31.6,32.5,32.6,0,11.5,12.4,12.5,0,0.09,0.014285714,-4.657142857,-20.1,-4.747142857,0.666666667,1,1,1,0,9
21.2,29,30.2,33,34.5,7.8,9,11.8,13.3,0.12,0.4,0.214285714,13.3,0.094285714,1,1,1,1,1,9
11.3,29.5,32,0,0,18.2,20.7,0,0,0.25,-4.571428571,0,-11.3,-0.25,0.333333333,1,1,0,0,9
5.75,10.775,34.5,0,0,0,16.1,0,0,2.3725,-4.928571429,0,-5.75,-2.3725,0,1,0,0,0,9
11,29.5,32,35,0,18.4875,21,24,0,0.25,0.428571429,-5,-11,-5.25,0.666666667,1,1,1,0,9
23,25.4,30.3,34,34.7,2.4,7.3,11,11.7,0.49,0.528571429,0.1,11.7,-0.39,1,1,1,1,1,9
19.9,32.1,32.5,33,0,12.2,12.6,13.1,0,0.04,0.071428571,-4.714285714,-19.9,-4.754285714,0.666666667,1,1,1,0,9
19,28,29.5,0,0,9,10.5,0,0,0.15,-4.214285714,0,-19,-0.15,0.333333333,1,1,0,0,9
15.5,24.2,27.5,27.9,0,8.7,12,12.4,0,0.33,0.057142857,-3.985714286,-15.5,-4.315714286,0.666666667,1,1,1,0,5
17.2,28.5,30.2,0,0,11.3,13,0,0,0.17,-4.314285714,0,-17.2,-0.17,0.333333333,1,1,0,0,5
18.2,27.6,28,36.5,37.4,9.4,9.8,18.3,19.2,0.04,1.214285714,0.128571429,19.2,0.088571429,1,1,1,1,1,5
17,23.5,25.5,28,30,6.5,8.5,11,13,0.2,0.357142857,0.285714286,13,0.085714286,1,1,1,1,1,5
16,21,24.5,28.5,30.5,5,8.5,12.5,14.5,0.35,0.571428571,0.285714286,14.5,-0.064285714,1,1,1,1,1,5
17,25.2,27.5,0,0,8.2,10.5,0,0,0.23,-3.928571429,0,-17,-0.23,0.333333333,1,1,0,0,5
16,27.4,30.3,34.5,0,11.4,14.3,18.5,0,0.29,0.6,-4.928571429,-16,-5.218571429,0.666666667,1,1,1,0,5
17.3,25.4,33,0,0,8.1,14.9,0,0,0.76,-4.714285714,0,-17.3,-0.76,0,1,0,0,0,5
18.5,27,30.5,0,0,8.5,12,0,0,0.35,-4.357142857,0,-18.5,-0.35,0.333333333,1,1,0,0,5
18,26.5,26.7,30.6,32.9,8.5,8.7,12.6,14.9,0.02,0.557142857,0.328571429,14.9,0.308571429,1,1,1,1,1,5
16.5,23.3,27.3,27.4,0,6.8,10.8,10.9,0,0.4,0.014285714,-3.914285714,-16.5,-4.314285714,0.666666667,1,1,1,0,5
19,29,30.8,0,0,10,11.8,0,0,0.18,-4.4,0,-19,-0.18,0.333333333,1,1,0,0,5
16.5,21.5,28,31.3,0,5,11.5,14.8,0,0.65,0.471428571,-4.471428571,-16.5,-5.121428571,0.666666667,1,1,1,0,7
17,25.3,26.3,28.5,29.5,8.3,9.3,11.5,12.5,0.1,0.314285714,0.142857143,12.5,0.042857143,1,1,1,1,1,7
15.3,20.5,29,32,0,5.2,13.7,16.7,0,0.85,0.428571429,-4.571428571,-15.3,-5.421428571,0.666666667,1,1,1,0,7
17.6,23,28.1,32.5,38.5,5.4,10.5,14.9,20.9,0.51,0.628571429,0.857142857,20.9,0.347142857,1,1,1,1,1,7
5.75,10.775,28.1,0,0,6.5,24.1,0,0,1.7325,-4.014285714,0,-5.75,-1.7325,0.333333333,1,1,0,0,7
15.3,25,28,28.5,0,9.7,12.7,13.2,0,0.3,0.071428571,-4.071428571,-15.3,-4.371428571,0.666666667,1,1,1,0,7
15,24.7,25,25.3,0,9.7,10,10.3,0,0.03,0.042857143,-3.614285714,-15,-3.644285714,0.666666667,1,1,1,0,7
15.4,21.2,22.3,0,0,5.8,6.9,0,0,0.11,-3.185714286,0,-15.4,-0.11,0.333333333,1,1,0,0,7
15,25.1,29,29.3,0,10.1,14,14.3,0,0.39,0.042857143,-4.185714286,-15,-4.575714286,0.666666667,1,1,1,0,7
18,23.5,29,31.6,0,5.5,11,13.6,0,0.55,0.371428571,-4.514285714,-18,-5.064285714,0.666666667,1,1,1,0,7
18.5,10.775,31.3,0,0,-3.6125,15.2,0,0,2.0525,-4.471428571,0,-18.5,-2.0525,0,1,0,0,0,7
8,11.5,17.5,0,0,3.5,9.5,0,0,0.6,-2.5,0,-8,-0.6,0.333333333,1,1,0,0,7
20,28,29.8,0,0,8,9.8,0,0,0.18,-4.257142857,0,-20,-0.18,0.333333333,1,1,0,0,2
16.5,28.6,28.9,0,0,12.1,12.4,0,0,0.03,-4.128571429,0,-16.5,-0.03,0.333333333,1,1,0,0,2
15.5,30,42,0,0,14.5,26.5,0,0,1.2,-6,0,-15.5,-1.2,0.333333333,1,1,0,0,2
14,24.2,26,0,0,10.2,12,0,0,0.18,-3.714285714,0,-14,-0.18,0.333333333,1,1,0,0,2
16.5,26.6,27.2,0,0,10.1,10.7,0,0,0.06,-3.885714286,0,-16.5,-0.06,0.333333333,1,1,0,0,2
19,27.6,27.8,0,0,8.6,8.8,0,0,0.02,-3.971428571,0,-19,-0.02,0.333333333,1,1,0,0,2
19.5,30.2,31.5,0,0,10.7,12,0,0,0.13,-4.5,0,-19.5,-0.13,0.333333333,1,1,0,0,2
11,21.2,22,0,0,10.2,11,0,0,0.08,-3.142857143,0,-11,-0.08,0.333333333,1,1,0,0,2
23,24,24.4,0,0,1,1.4,0,0,0.04,-3.485714286,0,-23,-0.04,0.333333333,1,1,0,0,2
17.5,27,27.5,0,0,9.5,10,0,0,0.05,-3.928571429,0,-17.5,-0.05,0.333333333,1,1,0,0,2
18.3,24,26.4,0,0,5.7,8.1,0,0,0.24,-3.771428571,0,-18.3,-0.24,0.333333333,1,1,0,0,2
17.5,28.2,28.9,0,0,10.7,11.4,0,0,0.07,-4.128571429,0,-17.5,-0.07,0.333333333,1,1,0,0,2
19.9,24.7,31.6,32.3,0,4.8,11.7,12.4,0,0.69,0.1,-4.614285714,-19.9,-5.304285714,0.666666667,1,1,1,0,1
22.6,32.4,32.5,32.6,0,9.8,9.9,10,0,0.01,0.014285714,-4.657142857,-22.6,-4.667142857,0.666666667,1,1,1,0,1
15,25,25.2,0,0,10,10.2,0,0,0.02,-3.6,0,-15,-0.02,0.333333333,1,1,0,0,1
20.5,29,31.4,0,0,8.5,10.9,0,0,0.24,-4.485714286,0,-20.5,-0.24,0.333333333,1,1,0,0,1
18.2,28.6,29.7,0,0,10.4,11.5,0,0,0.11,-4.242857143,0,-18.2,-0.11,0.333333333,1,1,0,0,1
21.5,22.2,34.7,0,0,0.7,16.5,0,0,1.25,-4.957142857,0,-21.5,-1.25,0,1,0,0,0,1
22.5,23.2,30.5,0,0,0.7,8,0,0,0.73,-4.357142857,0,-22.5,-0.73,0.333333333,1,1,0,0,1
21,32.1,32.5,0,0,11.1,11.5,0,0,0.04,-4.642857143,0,-21,-0.04,0.333333333,1,1,0,0,1
19.3,28.2,28.7,0,0,8.9,9.4,0,0,0.05,-4.1,0,-19.3,-0.05,0.333333333,1,1,0,0,1
11.6,18.2,22.4,22.7,0,6.6,10.8,11.1,0,0.42,0.042857143,-3.242857143,-11.6,-3.662857143,0.666666667,1,1,1,0,1
18.2,29.2,36.5,36.7,0,11,18.3,18.5,0,0.73,0.028571429,-5.242857143,-18.2,-5.972857143,0.666666667,1,1,1,0,1
14.5,27.2,27.3,0,0,12.7,12.8,0,0,0.01,-3.9,0,-14.5,-0.01,0.333333333,1,1,0,0,1
16.6,19.5,28,0,0,2.9,11.4,0,0,0.85,-4,0,-16.6,-0.85,0.333333333,1,1,0,0,0
20.5,21.5,24.4,29.5,0,1,3.9,9,0,0.29,0.728571429,-4.214285714,-20.5,-4.504285714,0.666666667,1,1,1,0,0
15.3,24,29,0,0,8.7,13.7,0,0,0.5,-4.142857143,0,-15.3,-0.5,0.333333333,1,1,0,0,0
14.1,30.2,32.6,32.8,0,16.1,18.5,18.7,0,0.24,0.028571429,-4.685714286,-14.1,-4.925714286,0.666666667,1,1,1,0,0
14.8,29.1,29.5,0,0,14.3,14.7,0,0,0.04,-4.214285714,0,-14.8,-0.04,0.333333333,1,1,0,0,0
16.1,24.3,27,0,0,8.2,10.9,0,0,0.27,-3.857142857,0,-16.1,-0.27,0.333333333,1,1,0,0,0
9.5,20.2,33.85,0,0,10.7,16,0,0,1.365,-4.835714286,0,-9.5,-1.365,0,1,0,0,0,0
11.4,30,32,35,0,18.4875,20.6,23.6,0,0.2,0.428571429,-5,-11.4,-5.2,0.666666667,1,1,1,0,0
17.5,24.1,31.1,0,0,6.6,13.6,0,0,0.7,-4.442857143,0,-17.5,-0.7,0.333333333,1,1,0,0,0
21,22.2,24.5,0,0,1.2,3.5,0,0,0.23,-3.5,0,-21,-0.23,0.333333333,1,1,0,0,0
10.3,17.6,19.3,0,0,7.3,9,0,0,0.17,-2.757142857,0,-10.3,-0.17,0.333333333,1,1,0,0,0
12.3,22.3,23.6,0,0,10,11.3,0,0,0.13,-3.371428571,0,-12.3,-0.13,0.333333333,1,1,0,0,0
